domain,ats,confidence,url,explanation
renovationbrands.com,ADP WorkforceNow,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=413d19aa-9ada-405b-a219-88f046dc2ec1&ccId=19000101_000001&type=JS&lang=en_US&selectedMenuKey=CurrentOpenings,"Found direct link to job applications hosted on workforcenow.adp.com domain, clearly indicating ADP WorkforceNow as their ATS system. The URL structure and domain name provide definitive evidence."
stolaf.edu,Oracle HCM Cloud,high,https://fa-ewur-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3,Found Oracle HCM Cloud URL from St. Olaf's HR careers page. The URL structure 'fa-ewur-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience' is a clear Oracle HCM Cloud identifier.
haliburton.net,Paycom,high,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=C091C53E1E8EBACCCCCB04BBB509616D,Found direct link to Paycom ATS system on careers page. URL clearly shows paycomonline.net domain indicating Paycom is their ATS provider.
heap.io,Lever,high,https://jobs.lever.co/contentsquare/,"Heap has been acquired by Contentsquare. All job applications for Heap positions are now handled through Contentsquare's careers page, which uses Lever as their ATS system. The careers page at heap.io redirects job seekers to https://contentsquare.com/careers/, which then links to https://jobs.lever.co/contentsquare/ for job applications."
headfound.com,AshbyHQ,high,https://jobs.headfound.com/,"Detected AshbyHQ as the ATS system used by headfound.com. The job portal at jobs.headfound.com shows characteristic React/Next.js structure with class naming conventions and UI elements consistent with AshbyHQ, including detailed job cards with recruiter contact information and WhatsApp application links."
sumologic.com,Greenhouse,high,https://job-boards.greenhouse.io/sumologic,"Found direct Greenhouse job board URL (job-boards.greenhouse.io/sumologic) in search results, which definitively indicates Sumo Logic uses Greenhouse as their ATS system"
ksiautoparts.com,SmartRecruiters,high,https://careers.smartrecruiters.com/KSIAutoParts,"Clear identification from URL structure - official careers page hosted at careers.smartrecruiters.com/KSIAutoParts, which is SmartRecruiters' standard URL pattern. Confirmed as their primary job application portal with active job postings."
aeris.com,JazzHR,high,https://aeriscommunications.applytojob.com/,"Found aeris.com's official career portal at aeriscommunications.applytojob.com which clearly shows ""Powered by JazzHR"" branding and uses JazzHR's characteristic applytojob.com URL structure. The page lists 24 active job postings with JazzHR application links."
factorialenergy.com,Greenhouse,high,https://job-boards.greenhouse.io/factorialenergy,Found clear evidence of Greenhouse ATS usage through the official job board URL 'job-boards.greenhouse.io/factorialenergy' which appeared in search results. This is a definitive indicator of Greenhouse being used as their applicant tracking system.
accion.org,iCIMS,high,https://jobs-accion.icims.com/jobs/intro,Clear indication from URL structure jobs-accion.icims.com and confirmed by HTML pattern detection. Accion International uses iCIMS as their ATS system for job applications.
corevitas.com,Workday,high,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Illkirch-France/Comptable-Gnral--F-H-_R-01284024/apply,"CorEvitas is now part of Thermo Fisher Scientific. Their careers page redirects to Thermo Fisher Scientific's job portal at jobs.thermofisher.com. Job application URLs clearly show the Workday domain structure: thermofisher.wd5.myworkdayjobs.com, indicating Workday is used as their ATS system."
foleyservices.com,Workable,high,https://apply.workable.com/foley-carrier-services-llc/j/BFFA0A6DCA/,Found active job posting for Senior Software Engineer position hosted on Workable platform. The URL structure 'apply.workable.com' and platform identification confirmed Workable as their ATS system.
thinkingbox.com,Lever,high,https://jobs.lever.co/thinkingbox,Clear indication from job board URL structure - jobs.lever.co/thinkingbox directly indicates Lever ATS usage. This is a standard Lever hosted job board format.
cvshealth.com,Workday,high,https://cvshealth.wd1.myworkdayjobs.com/en-US/CVS_Health_Careers/job/Customer-Service-Representative_R0578702,"CVS Health uses Workday as their ATS system. This is clearly evident from their job portal URLs which use the distinctive 'cvshealth.wd1.myworkdayjobs.com' domain pattern. Multiple job postings were found on their Workday-powered careers site with direct application links, confirming active use of this ATS platform."
covergenius.com,Lever,high,https://jobs.lever.co/covergenius,"Cover Genius uses Lever as their ATS system. This was clearly identified from the search results showing their jobs are hosted at ""jobs.lever.co/covergenius"", which is the standard URL pattern for companies using Lever for their hiring process."
netrixglobal.com,Breezy HR,high,https://netrix-global.breezy.hr/,"Search results clearly showed Netrix Global uses Breezy HR as their ATS. Their job portal is hosted at netrix-global.breezy.hr, and the page is confirmed to be ""Powered by breezy"" with active job listings and application functionality."
bcaresearch.com,Teamtailor,high,https://careers.bcaresearch.com/jobs/13195-research-associate,"BCA Research uses Teamtailor as their ATS. The detection was confirmed through analysis of their careers page (careers.bcaresearch.com) which showed multiple Teamtailor indicators including CDN assets, meta tags, and footer attribution. The system hosts their job postings and application process."
ovative.com,Workday,high,https://ovative.wd12.myworkdayjobs.com/ovative,"Clear identification through official careers page. Both ""View Open Positions"" buttons on ovative.com/careers/ link directly to ovative.wd12.myworkdayjobs.com/ovative, which is the standard Workday ATS URL format. The myworkdayjobs.com domain is definitively Workday's applicant tracking system."
imax.com,Workday,high,https://imax.wd10.myworkdayjobs.com/IMAX-Careers/job/Mississauga-Ontario/Developer--Snowflake_JR100675-1/apply,"Found multiple job application URLs on careers.imax.com that all use the pattern imax.wd10.myworkdayjobs.com, which is the standard Workday ATS URL format. This clearly indicates IMAX uses Workday for their applicant tracking system."
saludclinic.org,SmartRecruiters,high,https://careers.smartrecruiters.com/SaludFamilyHealthCenters/provider-positions,"Found direct evidence of SmartRecruiters usage through official careers page URL at careers.smartrecruiters.com/SaludFamilyHealthCenters. The page shows 12 active job openings across 6 Colorado locations, confirming this is their primary recruitment platform."
bilabsinc.com,UNKNOWN,high,https://www.bilabsinc.com/careers.php,"BI Labs Inc uses a custom-built recruitment system rather than a traditional ATS. Their careers page and job postings utilize simple PHP-based pages (jobs-view.php) with basic contact forms. No integration with known ATS providers like Workday, Greenhouse, or others was detected. Applications are processed through direct contact forms and email submissions."
rfsmart.com,Greenhouse,high,https://www.rfsmart.com/careers,Detected Greenhouse ATS with high confidence on both the main careers page and job openings page through HTML pattern matching. Found consistent results across multiple RF-SMART career pages.
qcsstaffing.com,Attrax,high,https://www.qcsstaffing.com/Apply?jid=7285,"QCS Staffing uses Attrax as their ATS system. This was detected with high confidence on multiple job application URLs. The HTML contains multiple references to 'attrax' in script URLs, CSS files, and JavaScript modules, with consistent 'cop-widget' and 'attrax' naming conventions across their application forms."
ameteksensortechnologies.com,SuccessFactors,high,https://jobs.ametek.com/job/Rochester-Electronic-Test-Technician-NY-14605/1294438300/www.ametek.com,"AMETEK Sensor Technologies uses the main AMETEK careers portal at jobs.ametek.com, which is powered by SuccessFactors ATS. Confirmed through analysis of multiple job application pages showing consistent SuccessFactors patterns."
dutchie.com,Greenhouse,high,https://boards.greenhouse.io/thedutchie,"Clear evidence from search results showing Dutchie's job board hosted at boards.greenhouse.io/thedutchie, which is the standard URL pattern for companies using Greenhouse as their ATS platform"
pesystems.com,UKG,high,https://gusea1p01.rec.pro.ukg.net/PES1500PESI,"Clear identification through job application URL structure. All job applications on PE Systems careers page redirect to ukg.net domain, which is the definitive indicator of UKG (Ultimate Kronos Group) ATS platform."
cerapedics.com,Paylocity,high,https://recruiting.paylocity.com/recruiting/jobs/All/94a32f7b-eac0-43f0-8e0c-2667efd9e22c/Cerapedics-Inc,Cerapedics.com uses Paylocity as their ATS system. This was clearly identified from their official careers page at cerapedics.com/careers which directly links to recruiting.paylocity.com for job applications. The URL structure and branding confirm this is their primary recruiting platform.
infinityneuron.com,UNKNOWN,high,https://www.infinityneuron.com/careers,Infinity Neuron Technologies is an IT staffing/consulting firm with no active job postings or application system. Their careers page shows no openings and directs candidates to contact directly via phone/email. No ATS system detected as they don't appear to use online job applications.
proclinical.com,Attrax,high,https://www.proclinical.com/job/fill-and-finish-lead-in-schaffhausen-switzerland-jid-22482,"Proclinical uses Attrax ATS system. Multiple job application pages consistently show Attrax identifiers including script URLs (attraxcdnprod1-freshed3dgayb7c3.z01.azurefd.net), JavaScript modules (AttraxApplication, AttraxApplicationModule), and CSS classes with 'attrax' naming patterns. The evidence is consistent across different job postings on their careers platform."
staffline.co.uk,Networx Recruitment Platform,high,https://staffline.current-vacancies.com/Careers/Staffline-vacancies-3355,"Staffline uses the Networx Recruitment Platform for their job applications. This was detected through multiple technical indicators including scripts with 'ntx' and 'newworld' references, specific JavaScript files like 'ntx.MicroSiteVacancySearchNewWorld.js', and URL structure patterns typical of Networx implementations. The application portal is hosted at staffline.current-vacancies.com."
camposepc.com,UltiPro,high,https://recruiting2.ultipro.com/CAM1015CEPC/JobBoard/c6b192ff-4672-454c-a692-96c9f7eb6575/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,Found direct link to UltiPro job board from company careers page. The URL recruiting2.ultipro.com clearly indicates UltiPro (now UKG Pro) as their primary ATS system. Also found secondary job portal at jobinfo.com using Engage2Excel system.
marketcast.com,UKG,high,https://marketcast.rec.pro.ukg.net/MAR1053MKCL/JobBoard/c806547d-78ef-4b93-bcae-4a4a835ab542/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,MarketCast uses UKG (Ultimate Kronos Group) as their ATS. This was clearly identified from their official careers page which redirects to a job board hosted on ukg.net domain with the characteristic 'rec.pro' subdomain structure used by UKG's recruiting platform.
ic-resources.com,Contact Form 7 (WordPress plugin),high,https://ic-resources.com/en/job/recruitment-consultant-2/,"IC Resources uses WordPress with Contact Form 7 plugin for their job applications. Analysis of multiple job posting URLs showed consistent use of wpcf7-form classes and Contact Form 7 specific elements. No traditional ATS platforms like Workday, Greenhouse, or others were detected. The company appears to use a custom WordPress-based solution with Contact Form 7 for handling job applications."
pery.com,Greenhouse,high,https://job-boards.greenhouse.io/perryellisinternational,"Perry Ellis International uses Greenhouse as their ATS system. Found two dedicated Greenhouse job boards: one for corporate positions (job-boards.greenhouse.io/perryellisinternational) with 27 open positions, and another for retail positions (job-boards.greenhouse.io/perryellisinternationalretail). The URL structure and ""Powered by Greenhouse"" footer text provide definitive evidence of Greenhouse usage."
maxsold.com,UltiPro,high,https://recruiting.ultipro.ca/MAX5001MXSI/JobBoard/6298d722-17cc-48fb-82c9-8fb5b11584ee/,"MaxSold's careers page directly links to their job board hosted on recruiting.ultipro.ca, clearly indicating they use UltiPro (now UKG Pro) as their ATS. The URL structure shows their specific UltiPro tenant configuration."
joinblvd.com,Greenhouse,high,https://job-boards.greenhouse.io/boulevard,Found direct evidence on careers page with Greenhouse job board URL pattern and GREENHOUSE_BOARD configuration. The careers page links to job-boards.greenhouse.io/boulevard for job applications.
pubmatic.com,Greenhouse,high,https://pubmatic.com/careers/job-search/,"PubMatic uses Greenhouse as their ATS. This was confirmed by the presence of 'gh_jid' parameters in job application URLs on their careers page. While they previously may have used SmartRecruiters (evidenced by an active but empty careers.smartrecruiters.com/pubmatic page), their current job postings clearly use Greenhouse's system."
priestly.ca,Viewpoint,high,https://priestlydemolitioninc-hff.viewpointforcloud.com/careers/browsejobs,"Found clear evidence of Viewpoint ATS usage through the job application URL structure. The careers page at priestly.ca/careers/ contains an ""Apply Now"" link that redirects to priestlydemolitioninc-hff.viewpointforcloud.com, which is Viewpoint's cloud-based ATS platform commonly used in the construction industry."
advantage1st.com,UNKNOWN,high,https://advantage1st.com/careers/,"AdvantageFirst Lending uses a custom WordPress-based application form powered by Gravity Forms plugin for their job applications. This is not a dedicated ATS system. The company appears to be a small mortgage brokerage with minimal hiring infrastructure, using basic web forms rather than professional ATS platforms like Workday, Greenhouse, or others. No external ATS URLs, scripts, or integrations were detected."
babcockcanada.com,Successfactors,high,https://jobs.babcockinternational.com/search/?searchby=location&createNewAlert=false&q=&locationsearch=canada,"Successfully identified SAP SuccessFactors as the ATS system used by Babcock Canada. The detection was made through HTML pattern matching on their job portal at jobs.babcockinternational.com, which hosts their Canadian job postings."
optimussbr.com,Lever,high,https://jobs.lever.co/optimussbr/0bfcc208-51e1-4e33-9844-075c2bc8c2bc/apply,Found job application URL that clearly uses Lever ATS system (jobs.lever.co domain). Job postings on their careers page and Built In Toronto redirect to Lever-hosted application pages.
goremutual.ca,Greenhouse,high,https://job-boards.greenhouse.io/goremutualinsurance,Gore Mutual Insurance uses Greenhouse as their ATS. Found their official job board at job-boards.greenhouse.io/goremutualinsurance with 23 active job postings. The URL structure and interface clearly confirm Greenhouse as their applicant tracking system.
creyos.com,Workable,high,https://apply.workable.com/creyos/,Clear evidence from multiple search results showing Creyos uses Workable ATS. Their official careers page is hosted at apply.workable.com/creyos/ and job listings appear on jobs.workable.com. The URL structure clearly indicates Workable as their ATS provider.
childcareaware.org,HiringThing,high,https://child-care-aware-of-america.prismhr-hire.com/,"Found Child Care Aware of America's official careers page at child-care-aware-of-america.prismhr-hire.com. The ATS detection tool identified HiringThing as the platform with high confidence, confirmed by multiple references to 'HiringThing' in the page components and a 'Powered by HiringThing' footer. While the URL structure includes PrismHR, the actual ATS system handling job applications is HiringThing."
masisstaffing.com,Gravity Forms,high,https://masisstaffing.com/join-our-team,"Masis Staffing Solutions uses Gravity Forms, a WordPress form plugin, for their job applications. The application form on their 'Join Our Team' page contains clear Gravity Forms indicators including form wrapper classes 'gform_wrapper_3' and associated JavaScript. This is a custom form solution rather than a traditional enterprise ATS like Workday or Greenhouse."
spearcenter.com,Lever,high,https://jobs.lever.co/spear,Found direct job board URL at jobs.lever.co/spear and confirmed through ATS detection tool with HTML pattern match
centurioncg.com,WP Job Manager,high,https://jobs.centurioncg.com/job/desktop-engineer/,"Centurion Consulting Group uses WP Job Manager, a WordPress plugin for job listings and application management. This was detected through CSS and JS files specific to WP Job Manager on their job posting pages. The application form uses Contact Form 7 for submission, but the core ATS functionality is provided by WP Job Manager."
montash.com,HubSpot,high,https://montash.com/candidates,"Montash uses HubSpot as their ATS system. The detection was confirmed through their candidates page which contains multiple HubSpot integrations including analytics scripts, form handling, and CRM functionality. HubSpot serves as both their marketing automation platform and applicant tracking system for processing job applications."
pmcsservices.com,Unnanu,high,https://pmcsservices.com/jobs,"The company's official jobs page at pmcsservices.com/jobs clearly states ""This job board is powered by Unnanu"" and uses hire.unnanu.com for their job application system. This is a direct, unambiguous indication of their ATS provider."
jitterbit.com,SmartRecruiters,high,https://careers.smartrecruiters.com/jitterbit,"Jitterbit uses SmartRecruiters as their ATS. This was confirmed by finding their official careers page at careers.smartrecruiters.com/jitterbit, which contains multiple active job postings across various locations including India and Canada. The URL pattern and HTML analysis both clearly indicate SmartRecruiters as their applicant tracking system."
babylist.com,Greenhouse,high,https://job-boards.greenhouse.io/babylist,"Clear evidence from official job board URL showing greenhouse.io domain. The official job listings are hosted at job-boards.greenhouse.io/babylist, which definitively indicates Greenhouse as their ATS system."
integriti.io,Greenhouse,high,https://integriti.bamboohr.com/jobs/,"Despite the BambooHR subdomain, the actual job application system uses Greenhouse. This was confirmed by detecting Greenhouse CSS/JS files and HTML patterns in the job application pages. BambooHR appears to be integrated with Greenhouse for their recruiting functions."
stelpro.com,Folks ATS,high,https://jobs.glowinthecloud.com/stelpro?l=fr,Stelpro primarily uses Folks ATS (accessed via jobs.glowinthecloud.com) for their job applications. Their official careers page directs candidates to this platform. They also maintain a secondary presence on SmartRecruiters with fewer listings. The Folks ATS system was detected with high confidence from direct branding evidence on their job portal.
cygnuspro.com,Smartrecruiters,high,https://careers.smartrecruiters.com/CygnusProfessionalsInc2,"Cygnus Professionals Inc uses SmartRecruiters as their ATS system. This was confirmed by finding their official career portal at careers.smartrecruiters.com/CygnusProfessionalsInc2, which is the standard URL pattern for SmartRecruiters-hosted career pages. The ATS detection tool confirmed this with high confidence based on HTML pattern matching."
infotechspectrum.com,SmartRecruiters,high,https://careers.smartrecruiters.com/InfotechSpectrum3,Found SmartRecruiters career portal URL in search results and confirmed with ATS detection tool. The company uses SmartRecruiters as their primary ATS platform for job applications.
sagefoc.com,Icims,high,https://careers.agapecaregroup.com/jobs,"sagefoc.com operates Agape Hospice Care of Georgia under Agape Care Group. Their job applications are handled through Icims ATS system, confirmed from multiple career portal URLs showing clear icims.com domain patterns in their job application system."
resolutewfs.com,Zoho Recruit,high,https://resolutewfs.zohorecruit.com/jobs/Careers,"Clear indication from job portal URL hosted on zohorecruit.com subdomain. The careers page at resolutewfs.zohorecruit.com shows typical Zoho Recruit ATS functionality including job listings, candidate portal, and application screening features."
truecare.org,JazzHR,high,https://truecare.applytojob.com/apply/jobs/,"Found TrueCare's official career portal at truecare.applytojob.com which is powered by JazzHR (Jazz.co). The platform displays multiple job listings across various departments and locations in San Diego County, with clear ""Apply"" buttons for each position. JazzHR branding and functionality were clearly visible on the job board."
yochana.com,SmartRecruiters,high,https://careers.smartrecruiters.com/YochanaITSolutionsInc3,Clear evidence from search results showing Yochana uses SmartRecruiters ATS. The URL 'careers.smartrecruiters.com/YochanaITSolutionsInc3' directly indicates their use of SmartRecruiters platform for job applications. This is a definitive indicator as SmartRecruiters uses this subdomain structure for client career pages.
minitab.com,Greenhouse,high,https://boards.greenhouse.io/minitab,Minitab clearly uses Greenhouse as their ATS. Their official careers page at minitab.com/careers links directly to boards.greenhouse.io/minitab for job applications. The URL structure and domain clearly indicate Greenhouse as the application tracking system.
rivalry.com,Pinpoint,high,https://www.rivalryjobs.com/en/postings/141f15d2-89b8-4718-9540-01e608d4684c,"Rivalry.com uses Pinpoint as their ATS system. This was clearly identified from their careers website at rivalryjobs.com, which shows 'Powered by Pinpoint' at the bottom of job posting pages. The detection tool confirmed this with high confidence through HTML pattern matching."
jbc.team,Matador Jobs,high,https://jbc.team/jobs/,"The job search form uses a form with class 'matador-search-form' and action URL 'https://jbc.team/matador-jobs/'. There are multiple references to 'matador' in CSS classes and JavaScript files, including 'matador-jobs-pro' plugin scripts and styles. This indicates the site uses Matador Jobs ATS for job listings and applications."
sfhp.org,Taleo,high,https://chj.tbe.taleo.net/chj05/ats/careers/jobSearch.jsp?cws=1&org=SFHP,"Successfully identified Taleo ATS through web search revealing their job portal URL (chj.tbe.taleo.net), which was confirmed by ATS detection tool with high confidence through HTML pattern matching. The URL structure clearly indicates Taleo system with organization identifier 'SFHP'."
ciberspring.com,Greenhouse,high,https://job-boards.greenhouse.io/ciberspringllc/jobs/4590645007,"Found multiple job application URLs hosted on greenhouse.io domain (job-boards.greenhouse.io/ciberspringllc), clearly indicating Ciberspring uses Greenhouse as their ATS. Multiple job postings including Sr. Salesforce Consultant and Sales Executive positions are hosted on their Greenhouse job board."
a16z.com,Greenhouse,high,https://boards.greenhouse.io/embed/job_board?for=a16z,Found direct evidence of Greenhouse usage through their job board URL (boards.greenhouse.io/embed/job_board?for=a16z). The page shows active job listings and is clearly powered by Greenhouse's ATS platform.
domino-rh.com,CVCatcher,high,https://recrutement.domino-rh.com/,"Domino RH uses CVCatcher as their ATS system. Both career sites (recrutement.domino-rh.com and carrieres.domino-rh.com) show clear technical indicators including 'cvcatcher-app' IDs, CVC-prefixed classes and test attributes, and footer references to magnet.work platform which powers CVCatcher."
enginehires.com,UNKNOWN,high,https://enginehires.com/for-talent/,"eNGINE (enginehires.com) is a staffing and recruitment company that acts as an intermediary connecting candidates with other companies. Their website uses WordPress with Contact Form 7 for basic contact forms rather than an ATS system. As a recruiting firm, they don't have traditional job applications but instead use simple contact forms for candidates to express interest. No ATS signatures were detected on their main pages."
affinitydm.com,ADP Workforce Now,high,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html,"Found through LinkedIn job postings for Affinity Dental Management. Job listings direct applicants to apply directly on company website, which uses ADP Workforce Now ATS system. The ADP URL contains clear indicators of the ADP Workforce Now platform."
thedignify.com,JobDiva,high,https://thedignify.com/careers/,The careers page embeds an iframe from JobDiva (https://www1.jobdiva.com/candidates/myjobs/searchjobsdone.jsp) which is a clear indicator that The Dignify Solutions uses JobDiva as their applicant tracking system. This iframe integration shows direct usage of JobDiva's job search and application functionality.
wiesenthal.com,Paycom,high,https://www.linkedin.com/jobs/view/director-of-operations-at-simon-wiesenthal-center-4239161089,"Found LinkedIn job posting that references ""www.paycomonline.net"" as the application system. The detect_ats tool confirmed this is Paycom ATS with high confidence. The Simon Wiesenthal Center uses Paycom for their job application process."
skills-rh.fr,UNKNOWN,high,https://skills-rh.fr/offres-emploi/job/MATHE-2437-001-SK/consultante-en-recrutement-experimentee,"SKILLS uses a custom WordPress-based recruitment system. Analysis of multiple job posting pages showed no integration with known ATS platforms (Workday, Greenhouse, Lever, etc.). The application forms submit to custom WordPress admin-ajax endpoints with no external ATS URLs or embedded scripts. This appears to be a proprietary in-house system rather than a commercial ATS solution."
mamsys.com,UKG Pro (Ultipro),high,https://www.linkedin.com/jobs/view/azure-data-architect-at-mamsys-world-3557919991,"Mamsys uses UKG Pro (formerly Ultipro) as their ATS system. This was detected with high confidence from multiple LinkedIn job postings. While Mamsys posts jobs on LinkedIn, the application process redirects through their UKG Pro system. Their main website careers pages don't show direct job applications, indicating they rely on the UKG Pro platform for managing their hiring process."
agap2.es,Gravity Forms,high,https://agap2.com/spain/en/jobs/cad-designer/,"Analysis of agap2 Spain's job application pages revealed they use Gravity Forms (WordPress plugin) as their ATS. Both individual job listings and spontaneous application pages consistently showed Gravity Forms implementation with distinctive form IDs, CSS classes, and JavaScript references. The system is integrated directly into their WordPress site rather than using an external ATS platform."
aleracare.com,Rippling,high,https://aleracare.rippling-ats.com/,AleraCare uses Rippling ATS for their job applications. This was confirmed through the dedicated Rippling ATS subdomain (aleracare.rippling-ats.com) and verified using the ATS detection tool with high confidence. The URL pattern clearly indicates Rippling's hosted ATS solution.
greenrecruitmentcompany.com,Greenhouse,high,https://www.greenrecruitmentcompany.com/job/sustainability-consultant-22,Successfully detected Greenhouse ATS through HTML pattern matching on their job posting page. The Green Recruitment Company uses Greenhouse for their job applications and hiring process.
corticacare.com,Greenhouse,high,https://boards.greenhouse.io/cortica/jobs/6873874002,Found Cortica job posting on Greenhouse platform. URL structure boards.greenhouse.io/cortica clearly indicates Greenhouse ATS usage. Confirmed through ATS detection tool with high confidence.
placer.ai,Greenhouse,high,https://boards.greenhouse.io/placerlabs,"Found clear evidence that Placer.ai uses Greenhouse as their ATS. Search results showed their job board URL structure as ""boards.greenhouse.io/embed/job_board?for=placerlabs"" which is a definitive Greenhouse URL pattern. The company appears to be actively hiring across multiple positions including data analytics, engineering, and sales roles."
remedegroup.com,symplr Contingent Staffing Workforce Portal,high,https://ctms.contingenttalentmanagement.com/remede/WorkforcePortal/login.cfm,"Found the application portal through the employee login page. The system is clearly identified as symplr's Contingent Staffing Workforce Portal based on page title, copyright, and URL structure. This is a specialized ATS for healthcare staffing companies."
randstad.gr,BlueX,high,https://www.randstad.gr/en/jobs/,The job application page uses scripts and assets under the /search-app/ path and contains data structures with keys like BlueXSanitized and BlueXJobData. The job cards and dataLayer events also reference BlueX. This indicates the ATS is BlueX with high confidence.
cedars-sinaihealthassociates.com,Radancy (TalentBrew),high,https://careers.cshs.org/search-jobs,"Successfully detected Radancy (TalentBrew) ATS through analysis of the main career portal at careers.cshs.org. The page includes multiple references to 'talentbrew.com' in script and CSS URLs, meta tags referencing 'talentbrew' and 'radancy.net', and structure matching Radancy's TalentBrew platform. High confidence detection."
peglobal.net,Gravity Forms,high,https://www.peglobal.net/hcas-application-form/,"PE Global uses Gravity Forms (a WordPress form plugin) for their job applications. This was detected on their HCAs Application Form page which shows clear evidence of Gravity Forms implementation through scripts, CSS classes, and JavaScript code. While not a traditional ATS like Workday or Greenhouse, Gravity Forms serves as their application collection system for recruitment purposes."
infojiniconsulting.com,SmartRecruiters,high,https://careers.smartrecruiters.com/InfojiniInc1,"Found Infojini's official career page hosted on SmartRecruiters platform. The page displays multiple job openings with SmartRecruiters branding, JavaScript configuration, and domain structure. ATS detection tool confirmed SmartRecruiters with high confidence through HTML pattern matching."
perdueagribusiness.com,SuccessFactors,high,https://career4.successfactors.com/careers?company=PerdueFarms,"Clear identification through career portal URLs. Perdue AgriBusiness uses SuccessFactors ATS as evidenced by the returning applicant login URL ""https://career4.successfactors.com/careers?company=PerdueFarms"" found on their main career page at perduecareers.com. The job search and application process redirects to SuccessFactors platform."
adnrh.com.ar,UNKNOWN,medium,https://www.adnrh.com.ar/busquedas-laborales-2/,"ADN Recursos Humanos is an HR consulting firm that specializes in recruitment services for other companies. Their own hiring process appears to rely on standard job boards (LinkedIn, Indeed, OpcionEmpleo) and direct applications rather than a dedicated ATS system. Their website has a basic job search page requiring JavaScript, but no clear ATS integration was detected. As a small-to-medium HR consultancy (51-200 employees), they likely use basic recruitment tools rather than enterprise ATS platforms for their internal hiring."
cellipont.com,isolved Applicant Tracking,high,https://cellipont.isolvedhire.com/jobs/1456677,"Cellipont Bioservices uses iSolved Applicant Tracking system for their job applications. This was confirmed through their careers page which directs to 'cellipont.isolvedhire.com', and the job application pages contain multiple references to 'isolved Applicant Tracking' in forms, footer text, and URLs. The platform is clearly branded as 'Powered by isolved People Cloud'."
jnjhws.com,DirectEmployers Association,high,https://jjwws.dejobs.org/jobs/,"Analysis revealed that jnjhws.com appears to be a typo for jjwws.com (J&J Worldwide Services). Their job application system uses DirectEmployers Association as their ATS platform, confirmed by the 'Powered By' logo in the footer and DirectEmployers Association references in the job portal metadata at jjwws.dejobs.org."
brookstreet.co.uk,Avature,high,https://careers.manpowergroup.co.uk/jobs/brook-street,"Brook Street is owned by ManpowerGroup and uses their careers portal for job applications. The ManpowerGroup careers site uses Avature ATS, evidenced by direct links to 'workmyway.avature.net' domains found on the application pages."
newboldadvisors.com,Jobs.net,high,https://newboldadvisors.jobs.net/,"Detected Jobs.net ATS based on the clear URL pattern 'newboldadvisors.jobs.net' found through web search. This URL structure is characteristic of the Jobs.net (Jobs2web) platform, which provides job posting and application management services."
lifeattinder.com,Eightfold.ai,high,https://join.matchgroupcareers.com/careers?department=Tinder&domain=gotinder.com,"lifeattinder.com redirects to Tinder careers which are managed through Match Group's career portal. The Match Group careers site uses Eightfold.ai as confirmed by multiple technical indicators including Eightfold domain references, branded footer elements, and EF-prefixed containers and scripts."
themedicarebasics.com,UNKNOWN,low,https://themedicarebasics.com/careers/,"The company has a careers page but no active job postings or application systems were found. The careers page only provides general company information and contact details for HR (727) 205-7245, but no online application process or ATS integration is visible."
cordance.co,Greenhouse,high,https://job-boards.greenhouse.io/cordance,"Cordance clearly uses Greenhouse as their ATS. This is evident from the dedicated Greenhouse job board URL (job-boards.greenhouse.io/cordance) found in search results, and confirmed by the ""Powered by Greenhouse"" branding on the actual jobs page."
verition.com,Greenhouse,high,https://boards.greenhouse.io/embed/job_board?for=veritiongroupllc&b=https://www.verition.com/open-positions,Found Greenhouse job board embedded on verition.com/open-positions page. The URL structure clearly shows Greenhouse integration with 'boards.greenhouse.io/embed/job_board?for=veritiongroupllc'. Multiple job postings confirmed as hosted on Greenhouse platform.
enterprisesolutioninc.com,SmartRecruiters,high,https://careers.smartrecruiters.com/EnterpriseSolutionInc,Found clear evidence of SmartRecruiters usage through the dedicated careers URL structure careers.smartrecruiters.com/EnterpriseSolutionInc with active job postings and apply functionality. Company also maintains a custom job portal but SmartRecruiters appears to be the primary ATS for application processing.
knix.com,Lever,high,https://jobs.lever.co/knix,"Knix uses Lever as their ATS system. This is confirmed by their dedicated job portal at jobs.lever.co/knix and their careers page explicitly mentioning that applicants should ""apply directly to open roles on their Lever job site"". The URL pattern jobs.lever.co/[company] is a definitive indicator of Lever ATS usage."
mca-groupe.com,Typeform,high,https://mca-groupe.com/en-us/applicants/jobs,MCA Groupe uses Typeform (https://mca-groupe.typeform.com/to/bZbe9y7H?source=Website) for their job applications rather than a traditional ATS platform. This was detected from their jobs page which directly links to a Typeform application form for job applications.
